"0.0188622744953123	360.358694411279",,,,
"0.0164348039387462	360.469521584025",,,,
"0.0263167116375232	360.580353934166",,,,
"0.0283810173076739	360.69119146043",,,,
"0.0492916691886451	360.802034161543",,,,
"0.0276546875348431	360.912882036231",,,,
"0.0426782454676067	361.023735083222",,,,
"0.0225321512422469	361.134593301243",,,,
"0.0282663336593322	361.245456689021",,,,
"0.037326341878327	361.356325245281",,,,
"0.0222263281800024	361.467198968752",,,,
"0.00940087350712155	361.57807785816",,,,
"0.0140455612649607	361.688961912232",,,,
"0.0295660816738716	361.799851129694",,,,
"0.0297572210877744	361.910745509274",,,,
"0.0112358118805888	362.021645049699",,,,
"0.0183844259605552	362.132549749695",,,,
"0.0324140589410239	362.243459607988",,,,
"0.0298145629119453	362.354374623307",,,,
"0.0397729263762834	362.465294794378",,,,
"0.0161098669351114	362.576220119928",,,,
"0.0173331591840896	362.687150598683",,,,
"0.0243862035571045	362.79808622937",,,,
"0.0193974648542403	362.909027010717",,,,
"0.0230673416011749	363.01997294145",,,,
"0.0301394999155801	363.130924020296",,,,
"0.0293749422599687	363.241880245981",,,,
"0.0155555626347931	363.352841617234",,,,
"0.0133383454335201	363.463808132779",,,,
"0.018976958143654	363.574779791346",,,,
"0.0348988713217609	363.685756591659",,,,
"0.021729365703855	363.796738532447",,,,
"0.0134721430232521	363.907725612435",,,,
"0.0274635481209403	364.018717830352",,,,
"0.0386260898928664	364.129715184923",,,,
"0.0144087261513761	364.240717674875",,,,
"0.0285721567215768	364.351725298936",,,,
"0.0271386111173055	364.462738055832",,,,
"0.0263931674030844	364.573755944291",,,,
"0.0331021608310742	364.684778963038",,,,
"0.0205825292204379	364.795807110801",,,,
"0.0402890027938211	364.906840386306",,,,
"0.0250169636229839	365.017878788281",,,,
"0.0137779660854967	365.128922315453",,,,
"0.0319362104062668	365.239970966547",,,,
"0.191270025835677	365.351024740292",,,,
"0.0276929154176237	365.462083635413",,,,
"0.0167215130596005	365.573147650639",,,,
"0.0222263281800024	365.684216784695",,,,
"0.0309040575711915	365.795291036308",,,,
"0.0364279866329837	365.906370404206",,,,
"0.0078717581958988	366.017454887115",,,,
"0.0172184755357479	366.128544483762",,,,
"0.0301777277983607	366.239639192873",,,,
"0.0302159556811412	366.350739013177",,,,
"0.0176389822463341	366.461843943399",,,,
"0.0405948258560657	366.572953982267",,,,
"0.0235069622531514	366.684069128506",,,,
"0.025628609747473	366.795189380845",,,,
"0.0218440493521967	366.90631473801",,,,
"0.0422577387570204	367.017445198728",,,,
"0.014810118920572	367.128580761726",,,,
"0.0272724087070374	367.23972142573",,,,
"0.0150203722758652	367.350867189468",,,,
"0.0161480948178919	367.462018051665",,,,
"0.0301012720327995	367.57317401105",,,,
"0.0318979825234863	367.684335066349",,,,
"0.01467632133084	367.795501216289",,,,
"0.019512148502582	367.906672459597",,,,
"0.0336373511900021	368.017848794999",,,,
"0.0215764541727327	368.129030221222",,,,
"0.0114842931186625	368.240216736994",,,,
"0.0135868266715938	368.35140834104",,,,
"0.0268710159378415	368.462605032089",,,,
"0.0309231715125818	368.573806808867",,,,
"0.012994294488495	368.6850136701",,,,
"0.0229144300700526	368.796225614516",,,,
"0.0326816541204879	368.907442640841",,,,
"0.0243097477915434	369.018664747802",,,,
"0.0147718910377915	369.129891934126",,,,
"0.0247302545021296	369.241124198541",,,,
"0.0250360775643742	369.352361539772",,,,
"0.0294513980255299	369.463603956547",,,,
"0.021194175344927	369.574851447592",,,,
"0.0243670896157142	369.686104011634",,,,
"0.0287441821940893	369.797361647401",,,,
"0.0427164733503872	369.908624353619",,,,
"0.0118856858878585	370.019892129015",,,,
"0.0123635344226156	370.131164972315",,,,
"0.0293749422599687	370.242442882248",,,,
"0.0268901298792318	370.353725857538",,,,
"0.00898036679653529	370.465013896914",,,,
"0.035911910215446	370.576306999102",,,,
"0.0272341808242569	370.687605162829",,,,
"0.0361030496293488	370.798908386822",,,,
"0.00790998607867936	370.910216669808",,,,
"0.0225130373008566	371.021530010514",,,,
"0.0183844259605552	371.132848407665",,,,
"0.0255139260991313	371.244171859991",,,,
"0.01131226764615	371.355500366216",,,,
"0.0251698751541062	371.466833925068",,,,
"0.0344210227870038	371.578172535274",,,,
"0.0385687480686955	371.689516195561",,,,
"0.0137397382027161	371.800864904656",,,,
"0.0213470868760493	371.912218661285",,,,
"0.0200473388615099	372.023577464175",,,,
"0.0225321512422469	372.134941312053",,,,
"0.011579862825614	372.246310203646",,,,
"0.0141220170305218	372.357684137681",,,,
"0.0209648080482436	372.469063112885",,,,
"0.0355487453290306	372.580447127985",,,,
"0.0158996135798182	372.691836181706",,,,
"0.0118856858878585	372.803230272777",,,,
"0.0243862035571045	372.914629399924",,,,
"0.035644315035982	373.026033561875",,,,
"0.0110829003494666	373.137442757354",,,,
"0.0213470868760493	373.248856985091",,,,
"0.0319362104062668	373.360276243811",,,,
"0.0336564651313924	373.471700532242",,,,
"0.0182315144294329	373.583129849109",,,,
"0.0120959392431516	373.694564193141",,,,
"0.0220543027074898	373.806003563064",,,,
"0.0198561994476071	373.917447957604",,,,
"0.017963919249969	374.02889737549",,,,
"0.0343063391386621	374.140351815446",,,,
"0.0144278400927663	374.251811276201",,,,
"0.0394288754312583	374.363275756481",,,,
"0.00850251826177818	374.474745255014",,,,
"0.0222263281800024	374.586219770525",,,,
"0.0199326552131682	374.697699301742",,,,
"0.0353193780323472	374.809183847392",,,,
"0.0177918937774564	374.920673406201",,,,
"0.014810118920572	375.032167976896",,,,
"0.0155364486934028	375.143667558205",,,,
"0.0244435453812754	375.255172148853",,,,
"0.0124208762467865	375.366681747569",,,,
"0.0235260761945417	375.478196353078",,,,
"0.023277594956468	375.589715964108",,,,
"0.0340578579005884	375.701240579385",,,,
"0.0260108885752787	375.812770197637",,,,
"0.00831137884787534	375.92430481759",,,,
"0.0258388631027661	376.03584443797",,,,
"0.019779743682046	376.147389057506",,,,
"0.00997429174883008	376.258938674924",,,,
"0.0293367143771882	376.37049328895",,,,
"0.0217867075280258	376.482052898311",,,,
"0.0240039247292988	376.593617501735",,,,
"0.0210412638138047	376.705187097947",,,,
"0.0290500052563339	376.816761685676",,,,
"0.0227615185389303	376.928341263648",,,,
"0.0159569554039891	377.039925830589",,,,
"0.011446065235882	377.151515385227",,,,
"0.0303688672122635	377.263109926289",,,,
"0.0276929154176237	377.3747094525",,,,
"0.0205060734548768	377.486313962589",,,,
"0.019512148502582	377.597923455281",,,,
"0.0173331591840896	377.709537929305",,,,
"0.0457747039728327	377.821157383386",,,,
"0.0256668376302536	377.932781816252",,,,
"0.00899948073792557	378.044411226629",,,,
"0.0134148011990813	378.156045613244",,,,
"0.0235260761945417	378.267684974825",,,,
"0.0233731646634194	378.379329310097",,,,
"0.0223410118283441	378.490978617788",,,,
"0.0155937905175737	378.602632896625",,,,
"0.0394671033140389	378.714292145334",,,,
"0.0487373648883268	378.825956362643",,,,
"0.00976403839353695	378.937625547278",,,,
"0.0298719047361161	379.049299697966",,,,
"0.0289544355493825	379.160978813434",,,,
"0.0215764541727327	379.272662892408",,,,
"0.021461770524391	379.384351933616",,,,
"0.0188240466125317	379.496045935785",,,,
"0.0279605105970877	379.607744897641",,,,
"0.0208501243999019	379.719448817912",,,,
"0.033293300244977	379.831157695323",,,,
"0.00722188418862913	379.942871528602",,,,
"0.0203149340409739	380.054590316476",,,,
"0.0232202531322972	380.166314057672",,,,
"0.00886568314819358	380.278042750916",,,,
"0.0257432933958147	380.389776394935",,,,
"0.0229526579528332	380.501514988457",,,,
"0.0212515171690979	380.613258530207",,,,
"0.0167979688251616	380.725007018913",,,,
"0.0163010063490142	380.836760453303",,,,
"0.0223218978869538	380.948518832101",,,,
"0.0293749422599687	381.060282154036",,,,
"0.0186520211400192	381.172050417835",,,,
"0.0206207571032185	381.283823622223",,,,
"0.0158996135798182	381.395601765929",,,,
"0.0267372183481095	381.507384847678",,,,
"0.0251698751541062	381.619172866199",,,,
"0.0119430277120294	381.730965820216",,,,
"0.019779743682046	381.842763708458",,,,
"0.0216911378210744	381.954566529652",,,,
"0.0085980879687296	382.066374282523",,,,
"0.0100125196316106	382.1781869658",,,,
"0.0219587330005384	382.290004578208",,,,
"0.0234496204289806	382.401827118475",,,,
"0.0126502435434699	382.513654585327",,,,
"0.0272724087070374	382.625486977492",,,,
"0.0256668376302536	382.737324293696",,,,
"0.0312863363989972	382.849166532667",,,,
"0.0256668376302536	382.96101369313",,,,
"0.0186711350814095	383.072865773813",,,,
"0.0160907529937211	383.184722773442",,,,
"0.0234305064875903	383.296584690746",,,,
"0.0143131564444246	383.408451524449",,,,
"0.0177918937774564	383.52032327328",,,,
"0.020658984985999	383.632199935965",,,,
"0.0185373374916775	383.74408151123",,,,
"0.00984049415909809	383.855967997804",,,,
"0.0144469540341566	383.967859394412",,,,
"0.0277693711831848	384.079755699782",,,,
"0.0172567034185284	384.19165691264",,,,
"0.027310636589818	384.303563031713",,,,
"0.0225703791250275	384.415474055728",,,,
"0.058428133173201	384.527389983412",,,,
"0.0245582290296171	384.639310813492",,,,
"0.0192636672645083	384.751236544694",,,,
"0.00999340569022036	384.863167175746",,,,
"0.0208883522826825	384.975102705375",,,,
"0.0134339151404716	385.087043132306",,,,
"0.013663282437155	385.198988455268",,,,
"0.013663282437155	385.310938672986",,,,
"0.0227615185389303	385.422893784188",,,,
"0.02811342212821	385.534853787601",,,,
"0.00846429037899761	385.646818681951",,,,
"0.0231820252495166	385.758788465965",,,,
"0.0332550723621965	385.870763138371",,,,
"0.0513942027415763	385.982742697894",,,,
"0.00768061878199595	386.094727143263",,,,
"0.0126693574848602	386.206716473203",,,,
"0.0510119239137706	386.318710686441",,,,
"0.0171802476529673	386.430709781705",,,,
"0.0194165787956306	386.542713757722",,,,
"0.00850251826177818	386.654722613217",,,,
"0.0222263281800024	386.766736346919",,,,
"0.0179830331913592	386.878754957553",,,,
"0.0154599929278417	386.990778443847",,,,
"0.0100316335730009	387.102806804528",,,,
"0.018843160553922	387.214840038321",,,,
"0.0301012720327995	387.326878143956",,,,
"0.0162627784662336	387.438921120157",,,,
"0.030063044150019	387.550968965652",,,,
"0.0252081030368867	387.663021679168",,,,
"0.0253227866852284	387.775079259432",,,,
"0.0104521402835872	387.88714170517",,,,
"0.00808201155119192	387.99920901511",,,,
"0.0436530564785112	388.111281187977",,,,
"0.0242906338501531	388.2233582225",,,,
"0.00938175956573126	388.335440117405",,,,
"0.0119812555948099	388.447526871419",,,,
"0.0209648080482436	388.559618483268",,,,
"0.0233349367806389	388.67171495168",,,,
"0.00930530380017013	388.783816275381",,,,
"0.0174478428324313	388.895922453098",,,,
"0.0250169636229839	389.008033483558",,,,
"0.0325096286479754	389.120149365488",,,,
"0.00877011344124216	389.232270097615",,,,
"0.00869365767568102	389.344395678666",,,,
"0.0166068294112588	389.456526107367",,,,
"0.0213088589932687	389.568661382446",,,,
"0.0158040438728668	389.680801502628",,,,
"0.0240230386706891	389.792946466642",,,,
"0.0356825429187626	389.905096273213",,,,
"0.0144087261513761	390.017250921069",,,,
"0.00750859330948339	390.129410408937",,,,
"0.00821580914092391	390.241574735544",,,,
"0.0273488644725986	390.353743899615",,,,
"0.0245582290296171	390.465917899879",,,,
"0.0182315144294329	390.578096735062",,,,
"0.014542523741108	390.69028040389",,,,
"0.0367146957538379	390.802468905091",,,,
"0.0226468348905886	390.914662237392",,,,
"0.0060368198224315	391.02686039952",,,,
"0.0458893876211744	391.1390633902",,,,
"0.0236407598428834	391.251271208161",,,,
"0.0250551915057645	391.363483852129",,,,
"0.0146954352722303	391.47570132083",,,,
"0.00941998744851183	391.587923612992",,,,
"0.0154217650450611	391.700150727342",,,,
"0.0179830331913592	391.812382662606",,,,
"0.00699251689194571	391.924619417512",,,,
"0.0180212610741398	392.036860990785",,,,
"0.0131854339023979	392.149107381154",,,,
"0.0241186083776405	392.261358587344",,,,
"0.00739390966114169	392.373614608083",,,,
"0.0153835371622806	392.485875442097",,,,
"0.0197606297406557	392.598141088114",,,,
"0.0283810173076739	392.71041154486",,,,
"0.0245391150882268	392.822686811062",,,,
"0.00980226627631752	392.934966885447",,,,
"0.0165686015284782	393.047251766742",,,,
"0.0189005023780929	393.159541453674",,,,
"0.030942285453972	393.271835944969",,,,
"0.0120577113603711	393.384135239354",,,,
"0.0287059543113088	393.496439335557",,,,
"0.0239083550223474	393.608748232303",,,,
"0.0027301079619123	393.721061928321",,,,
"0.0119047998292488	393.833380422336",,,,
"0.0247111405607393	393.945703713076",,,,
"0.0212324032277076	394.058031799268",,,,
"0.0192063254403374	394.170364679637",,,,
"0.0136441684957647	394.282702352912",,,,
"0.0160716390523308	394.395044817819",,,,
"0.0261829140477912	394.507392073085",,,,
"0.00785264425450851	394.619744117437",,,,
"0.0198561994476071	394.732100949601",,,,
"0.0290500052563339	394.844462568305",,,,
"0.0568990178619782	394.956828972275",,,,
"0.00364757714864595	395.069200160238",,,,
"0.0143513843272052	395.181576130921",,,,
"0.0140073333821801	395.293956883051",,,,
"0.027310636589818	395.406342415354",,,,
"0.0203340479823642	395.518732726559",,,,
"0.00810112549258221	395.63112781539",,,,
"0.0211177195793659	395.743527680576",,,,
"0.0339240603108564	395.855932320844",,,,
"0.0263358255789135	395.968341734919",,,,
"0.0145234097997178	396.080755921529",,,,
"0.0218822772349772	396.1931748794",,,,
"0.0164921457629171	396.30559860726",,,,
"0.00880834132402273	396.418027103836",,,,
"0.0122870786570545	396.530460367854",,,,
"0.029527853791091	396.642898398041",,,,
"0.0232584810150777	396.755341193124",,,,
"0.00446947662842818	396.86778875183",,,,
"0.0113696094703208	396.980241072885",,,,
"0.013663282437155	397.092698155017",,,,
"0.0296425374394327	397.205159996952",,,,
"0.015211511689768	397.317626597418",,,,
"0.0110255585252957	397.430097955141",,,,
"0.0346312761422969	397.542574068847",,,,
"0.017294931301309	397.655054937264",,,,
"0.00437390692147675	397.76754055912",,,,
"0.019913541271778	397.880030933139",,,,
"0.0172758173599187	397.99252605805",,,,
"0.0159951832867697	398.105025932579",,,,
"0.0046797299837213	398.217530555453",,,,
"0.00422099539035448	398.330039925399",,,,
"0.0287632961354796	398.442554041144",,,,
"0.0294896259083104	398.555072901415",,,,
"0.00523403428403955	398.667596504938",,,,
"0.011446065235882	398.78012485044",,,,
"0.0209648080482436	398.892657936649",,,,
"0.0134530290818618	399.00519576229",,,,
"0.0181550586638718	399.117738326091",,,,
"0.0191872114989472	399.23028562678",,,,
"0.0206398710446088	399.342837663081",,,,
"0.035778112625714	399.455394433724",,,,
"0.00513846457708813	399.567955937433",,,,
"0.00821580914092391	399.680522172937",,,,
"0.0211368335207562	399.793093138962",,,,
"0.0312863363989972	399.905668834234",,,,
"0.00490909728040472	400.018249257482",,,,
"0.00815846731675306	400.13083440743",,,,
"0.0338667184866856	400.243424282808",,,,
"0.0194739206198014	400.35601888234",,,,
"0.00718365630584856	400.468618204755",,,,
"0.009095050444877	400.581222248779",,,,
"0.0220925305902704	400.693831013138",,,,
"0.0309040575711915	400.806444496561",,,,
"0.00888479708958387	400.919062697773",,,,
"0.00984049415909809	401.031685615501",,,,
"0.029394056201359	401.144313248472",,,,
"0.0290691191977242	401.256945595414",,,,
"0.0103374566352455	401.369582655053",,,,
"0.0101845451041232	401.482224426115",,,,
"0.0210412638138047	401.594870907328",,,,
"0.0293367143771882	401.707522097419",,,,
"0.00890391103097415	401.820177995114",,,,
"0.0119430277120294	401.93283859914",,,,
"0.0221498724144412	402.045503908225",,,,
"0.0272341808242569	402.158173921094",,,,
"0.00817758125814335	402.270848636475",,,,
"0.0109873306425152	402.383528053095",,,,
"0.0162627784662336	402.49621216968",,,,
"0.0188049326711415	402.608900984958",,,,
"0.00343732379335282	402.721594497655",,,,
"0.00919062015182842	402.834292706497",,,,
"0.0333888699519284	402.946995610213",,,,
"0.0243479756743239	403.059703207529",,,,
"0.00943910138990212	403.172415497171",,,,
"0.0105668239319289	403.285132477867",,,,
"0.0322611474099017	403.397854148343",,,,
"0.0150012583344749	403.510580507326",,,,
"0.00146858783015353	403.623311553544",,,,
"0.00452681845259903	403.736047285722",,,,
"0.0158996135798182	403.848787702588",,,,
"0.0180212610741398	403.961532802868",,,,
"0.0137588521441064	404.07428258529",,,,
"0.0199708830959488	404.187037048581",,,,
"0.0135868266715938	404.299796191466",,,,
"0.0283619033662837	404.412560012674",,,,
"0.00368580503142652	404.52532851093",,,,
"0.0121341671259322	404.638101684962",,,,
"0.0159187275212085	404.750879533497",,,,
"0.033159502655245	404.863662055261",,,,
"0.00810112549258221	404.976449248982",,,,
"0.00410631174201277	405.089241113385",,,,
"0.019512148502582	405.202037647199",,,,
"0.0198370855062168	405.314838849149",,,,
"0.0106815075802706	405.427644717964",,,,
"0.00930530380017013	405.540455252368",,,,
"0.0204105037479254	405.653270451091",,,,
"0.0185564514330678	405.766090312857",,,,
"0.0133192314921298	405.878914836394",,,,
"0.00919062015182842	405.99174402043",,,,
"0.017294931301309	406.10457786369",,,,
"0.0164921457629171	406.217416364902",,,,
"0.0187475908469706	406.330259522793",,,,
"0.021595568114123	406.443107336089",,,,
"0.0151541698655971	406.555959803517",,,,
"0.0165686015284782	406.668816923804",,,,
"0.00972581051075638	406.781678695678",,,,
"0.0185946793158483	406.894545117864",,,,
"0.0221689863558315	407.007416189089",,,,
"0.0158422717556474	407.120291908082",,,,
"0.00567365493601609	407.233172273567",,,,
"0.0119812555948099	407.346057284273",,,,
"0.0210412638138047	407.458946938926",,,,
"0.0318597546407057	407.571841236253",,,,
"0.0123826483640059	407.68474017498",,,,
"0.026030002516669	407.797643753835",,,,
"0.0486226812399851	407.910551971545",,,,
"0.0327007680618782	408.023464826836",,,,
"0.0184417677847261	408.136382318435",,,,
"0.0149821443930846	408.24930444507",,,,
"0.0172758173599187	408.362231205466",,,,
"0.0247302545021296	408.475162598351",,,,
"0.00376226079698765	408.588098622452",,,,
"0.0151541698655971	408.701039276495",,,,
"0.0173522731254799	408.813984559207",,,,
"0.0304644369192149	408.926934469316",,,,
"0.00722188418862913	409.039889005547",,,,
"0.00880834132402273	409.152848166629",,,,
"0.0185182235502872	409.265811951287",,,,
"0.0241377223190308	409.378780358249",,,,
"0.0106050518147095	409.491753386241",,,,
"0.00364757714864595	409.60473103399",,,,
"0.0108344191113929	409.717713300224",,,,
"0.0145616376824983	409.830700183669",,,,
"0.0135103709060327	409.943691683051",,,,
"0.0182124004880426	410.056687797098",,,,
"0.0218822772349772	410.169688524537",,,,
"0.0244244314398851	410.282693864094",,,,
"0.00878922738263245	410.395703814497",,,,
"0.0203149340409739	410.508718374472",,,,
"0.0157849299314765	410.621737542745",,,,
"0.0297381071463841	410.734761318045",,,,
"0.015077714100036	410.847789699097",,,,
"0.0242141780845919	410.960822684628",,,,
"0.0215573402313424	411.073860273367",,,,
"0.0229717718942235	411.186902464038",,,,
"0.0144278400927663	411.299949255369",,,,
"0.0153453092795	411.413000646088",,,,
"0.0210986056379756	411.52605663492",,,,
"0.0234687343703709	411.639117220593",,,,
"0.0192254393817277	411.752182401833",,,,
"0.0246729126779588	411.865252177368",,,,
"0.0117901161809071	411.978326545924",,,,
"0.0164921457629171	412.091405506228",,,,
"0.0201429085684614	412.204489057007",,,,
"0.0164730318215268	412.317577196988",,,,
"0.020926580165463	412.430669924897",,,,
"0.021863163293587	412.543767239462",,,,
"0.00804378366841136	412.656869139409",,,,
"0.0106050518147095	412.769975623466",,,,
"0.0252081030368867	412.883086690358",,,,
"0.0188622744953123	412.996202338814",,,,
"0.00366669109003623	413.109322567559",,,,
"0.00922884803460899	413.222447375321",,,,
"0.0330639329482936	413.335576760826",,,,
"0.0138926497338384	413.448710722802",,,,
"0.0299101326188967	413.561849259974",,,,
"0.020658984985999	413.674992371071",,,,
"0.017696324070505	413.788140054819",,,,
"0.0184799956675066	413.901292309944",,,,
"0.0127075853676407	414.014449135174",,,,
"0.0151350559242069	414.127610529236",,,,
"0.019779743682046	414.240776490856",,,,
"0.0222645560627829	414.353947018761",,,,
"0.0103756845180261	414.467122111678",,,,
"0.0284192451904545	414.580301768333",,,,
"0.0401169773213085	414.693485987455",,,,
"0.0344210227870038	414.806674767769",,,,
"0.0159569554039891	414.919868108003",,,,
"0.014542523741108	415.033066006882",,,,
"0.023143797366736	415.146268463135",,,,
"0.0233731646634194	415.259475475488",,,,
"0.011713660415346	415.372687042668",,,,
"0.014943916510304	415.485903163401",,,,
"0.0239656968465182	415.599123836415",,,,
"0.0179065774257981	415.712349060437",,,,
"0.00810112549258221	415.825578834193",,,,
"0.0115225210014431	415.938813156409",,,,
"0.0191489836161666	416.052052025814",,,,
"0.0196268321509237	416.165295441134",,,,
"0.0100316335730009	416.278543401095",,,,
"0.0104521402835872	416.391795904425",,,,
"0.0332359584208062	416.50505294985",,,,
"0.0226468348905886	416.618314536097",,,,
"0.014810118920572	416.731580661893",,,,
"0.0139308776166189	416.844851325966",,,,
"0.0185564514330678	416.958126527041",,,,
"0.0226659488319789	417.071406263846",,,,
"0.030063044150019	417.184690535107",,,,
"0.0105477099905386	417.297979339552",,,,
"0.019779743682046	417.411272675907",,,,
"0.0296043095566521	417.524570542899",,,,
"0.0122870786570545	417.637872939255",,,,
"0.00943910138990212	417.751179863701",,,,
"0.0212515171690979	417.864491314965",,,,
"0.0382438110650607	417.977807291774",,,,
"0.0102610008696843	418.091127792854",,,,
"0.0122870786570545	418.204452816932",,,,
"0.0279605105970877	418.317782362736",,,,
"0.03214646376156	418.431116428991",,,,
"0.0213662008174396	418.544455014425",,,,
"0.0304262090364344	418.657798117764",,,,
"0.0327198820032685	418.771145737736",,,,
"0.0262020279891815	418.884497873068",,,,
"0.0313245642817777	418.997854522485",,,,
"0.0127075853676407	419.111215684715",,,,
"0.0295660816738716	419.224581358486",,,,
"0.0374410255266687	419.337951542523",,,,
"0.0171037918874062	419.451326235553",,,,
"0.0162627784662336	419.564705436304",,,,
"0.0313627921645583	419.678089143503",,,,
"0.0374983673508396	419.791477355875",,,,
"0.0176772101291147	419.904870072149",,,,
"0.0264505092272552	420.01826729105",,,,
"0.03214646376156	420.131669011306",,,,
"0.0256094958060827	420.245075231644",,,,
"0.0288397519010408	420.358485950789",,,,
"0.0138926497338384	420.471901167471",,,,
"0.0301586138569704	420.585320880414",,,,
"0.0375557091750104	420.698745088346",,,,
"0.0117518882981265	420.812173789995",,,,
"0.023143797366736	420.925606984085",,,,
"0.0305408926847761	421.039044669346",,,,
"0.0353576059151277	421.152486844502",,,,
"0.0190151860264346	421.265933508282",,,,
"0.0266989904653289	421.379384659412",,,,
"0.0276546875348431	421.492840296619",,,,
"0.0282089918351614	421.60630041863",,,,
"0.0282472197179419	421.719765024172",,,,
"0.033159502655245	421.83323411197",,,,
"0.0353576059151277	421.946707680754",,,,
"0.0468068568079081	422.060185729248",,,,
"0.0257050655130341	422.173668256181",,,,
"0.0282089918351614	422.287155260278",,,,
"0.0221116445316607	422.400646740268",,,,
"0.030063044150019	422.514142694875",,,,
"0.0249213939160325	422.627643122829",,,,
"0.0322420334685114	422.741148022855",,,,
"0.031745070992364	422.854657393679",,,,
"0.0349562131459318	422.96817123403",,,,
"0.0215382262899521	423.081689542634",,,,
"0.0255521539819118	423.195212318218",,,,
"0.0362177332776905	423.308739559508",,,,
"0.0402698888524308	423.422271265232",,,,
"0.0230673416011749	423.535807434116",,,,
"0.0224939233594663	423.649348064887",,,,
"0.0361030496293488	423.762893156272",,,,
"0.0430222964126318	423.876442706998",,,,
"0.0195503763853626	423.989996715792",,,,
"0.0214426565830007	424.10355518138",,,,
"0.0385496341273052	424.21711810249",,,,
"0.0451630578483436	424.330685477848",,,,
"0.0181168307810912	424.444257306181",,,,
"0.0244817732640559	424.557833586216",,,,
"0.0388745711309401	424.67141431668",,,,
"0.0412064719805548	424.7849994963",,,,
"0.0241950641432017	424.898589123802",,,,
"0.0302350696225315	425.012183197914",,,,
"0.0390657105448429	425.125781717362",,,,
"0.053726103591191	425.239384680873",,,,
"0.029929246560287	425.352992087174",,,,
"0.0310951969850943	425.466603934992",,,,
"0.0543377497156801	425.580220223054",,,,
"0.0541083824189967	425.693840950086",,,,
"0.0311525388092652	425.807466114816",,,,
"0.0364279866329837	425.921095715969",,,,
"0.0440544492477071	426.034729752274",,,,
"0.0408433070941394	426.148368222457",,,,
"0.0503238220237204	426.262011125245",,,,
"0.0397729263762834	426.375658459364",,,,
"0.0630728209310401	426.489310223542",,,,
"0.0446278674894157	426.602966416505",,,,
"0.0365235563399351	426.71662703698",,,,
"0.0363706448088128	426.830292083694",,,,
"0.0476287562876903	426.943961555375",,,,
"0.0461569828006384	427.057635450748",,,,
"0.0299674744430675	427.171313768541",,,,
"0.038262925006451	427.28499650748",,,,
"0.0570901572758811	427.398683666293",,,,
"0.0554845861990972	427.512375243705",,,,
"0.0413784974530673	427.626071238445",,,,
"0.0382438110650607	427.739771649239",,,,
"0.0662648491432176	427.853476474813",,,,
"0.0635315555244069	427.967185713895",,,,
"0.0430796382368026	428.080899365212",,,,
"0.0450866020827825	428.19461742749",,,,
"0.0458511597383939	428.308339899456",,,,
"0.0606835782572545	428.422066779837",,,,
"0.0528468622872379	428.53579806736",,,,
"0.0527704065216768	428.649533760752",,,,
"0.0600910460741557	428.763273858739",,,,
"0.0619068705062327	428.877018360049",,,,
"0.0479154654085446	428.990767263408",,,,
"0.044513183841074	429.104520567543",,,,
"0.0550831934299012	429.218278271181",,,,
"0.0594602860082763	429.332040373049",,,,
"0.0453159693794659	429.445806871874",,,,
"0.0537452175325813	429.559577766382",,,,
"0.0622891493340384	429.673353055301",,,,
"0.0616392753267688	429.787132737357",,,,
"0.0632639603449429	429.900916811277",,,,
"0.0497886316647924	430.014705275788",,,,
"0.0550067376643401	430.128498129617",,,,
"0.0593264884185443	430.24229537149",,,,
"0.0512030633276735	430.356097000135",,,,
"0.0659781400223633	430.469903014279",,,,
"0.0587721841182261	430.583713412648",,,,
"0.0664177606743399	430.697528193969",,,,
"0.0520823046316266	430.811347356968",,,,
"0.070393460483519	430.925170900374",,,,
"0.062059782037355	431.038998822912",,,,
"0.0694759912967854	431.15283112331",,,,
"0.072878272864256	431.266667800294",,,,
"0.0561726880891474	431.380508852592",,,,
"0.0659207981981925	431.494354278929",,,,
"0.0745411857652107	431.608204078034",,,,
"0.0580840822281759	431.722058248632",,,,
"0.0563064856788794	431.835916789451",,,,
"0.0771024539115088	431.949779699217",,,,
"0.0748661227688456	432.063646976658",,,,
"0.0657678866670702	432.1775186205",,,,
"0.0758600477211403	432.291394629469",,,,
"0.0789182783435858	432.405275002294",,,,
"0.0682526990478072	432.519159737701",,,,
"0.072209284915596	432.633048834416",,,,
"0.0783448601018773	432.746942291167",,,,
"0.0904630989433176	432.86084010668",,,,
"0.0776185303290465	432.974742279682",,,,
"0.0721710570328155	433.0886488089",,,,
"0.0730694122781588	433.202559693061",,,,
"0.0981660173236022	433.316474930892",,,,
"0.0647357338319948	433.43039452112",,,,
"0.0719034618533515	433.54431846247",,,,
"0.0894309461082422	433.658246753672",,,,
"0.0844613213467683	433.77217939345",,,,
"0.0711389041977401	433.886116380532",,,,
"0.080141570592564	434.000057713645",,,,
"0.0800077730028321	434.114003391516",,,,
"0.095662091001475	434.227953412872",,,,
"0.0779816952154619	434.341907776439",,,,
"0.0819765089660313	434.455866480944",,,,
"0.101472729184121	434.569829525114",,,,
"0.0922980373167849	434.683796907676",,,,
"0.086525627016919	434.797768627358",,,,
"0.0875386659106041	434.911744682884",,,,
"0.0893162624599005	435.025725072984",,,,
"0.0954900655289624	435.139709796382",,,,
"0.0842701819328655	435.253698851807",,,,
"0.0781154928051939	435.367692237986",,,,
"0.0929861392068351	435.481689953644",,,,
"0.101969691660269	435.595691997508",,,,
